gene name	KO	thrshld	score	E-value	KO definition	MAG	CP	Count
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_21	K03216	117.77	243.9	7.20E-73	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004030_1	K07133	95.3	248.7	4.10E-74	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004030_6	K01613	37.1	262.4	2.30E-78	phosphatidylserine decarboxylase [EC:4.1.1.65]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004030_8	K17103	79.33	141.9	9.10E-42	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004030_10	K00981	48.33	138.2	1.40E-40	phosphatidate cytidylyltransferase [EC:2.7.7.41]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004030_11	K22579	499.3	734.1	1.00E-220	rifampicin phosphotransferase [EC:2.7.9.6]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004030_12	K06921	73.13	200.7	1.80E-59	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_3	K02860	36.9	113	6.10E-33	16S rRNA processing protein RimM	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_4	K00554	128.77	391.4	1.70E-117	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_5	K07131	41.67	46.8	1.00E-12	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_6	K00950	175.2	199.1	3.20E-59	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_7	K00604	264.83	359.6	1.30E-107	methionyl-tRNA formyltransferase [EC:2.1.2.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_9	K06131	258.2	280.8	8.40E-84	cardiolipin synthase A/B [EC:2.7.8.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_10	K01726	171.77	176	3.10E-52	gamma-carbonic anhydrase [EC:4.2.1.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_13	K07315	169.33	257.1	1.10E-76	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_14	K06884	18.1	69.7	1.20E-19	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_16	K05962	162.13	203	3.50E-60	protein-histidine pros-kinase [EC:2.7.13.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_17	K02658	165.5	171	7.70E-51	twitching motility two-component system response regulator PilH	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_18	K05962	162.13	172.9	4.90E-51	protein-histidine pros-kinase [EC:2.7.13.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_19	K05962	162.13	207.1	2.10E-61	protein-histidine pros-kinase [EC:2.7.13.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_20	K01963	356.93	442.6	7.80E-133	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004217_21	K01962	334.97	513.6	3.10E-154	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_2	K01874	215.13	604	1.20E-181	methionyl-tRNA synthetase [EC:6.1.1.10]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_3	K03424	86.7	300.9	5.40E-90	TatD DNase family protein [EC:3.1.21.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_5	K01768	174.33	262	2.60E-78	adenylate cyclase [EC:4.6.1.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_6	K00640	92	283.2	9.80E-85	serine O-acetyltransferase [EC:2.3.1.30]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_7	K01738	416.67	447.3	3.50E-134	cysteine synthase [EC:2.5.1.47]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_8	K00456	58.3	76.6	6.40E-22	cysteine dioxygenase [EC:1.13.11.20]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_10	K00135	575.8	599	4.60E-180	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_13	K00626	58.67	542.9	4.10E-163	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_13	K00632	511.83	521.4	6.40E-157	acetyl-CoA acyltransferase [EC:2.3.1.16]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_14	K00074	369.3	409.1	1.10E-122	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_15	K02609	154.03	227.6	5.90E-68	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_16	K15866	289.23	366.7	6.60E-110	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_16	K01692	238.7	250.8	7.90E-75	enoyl-CoA hydratase [EC:4.2.1.17]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_17	K01692	238.7	318.1	2.70E-95	enoyl-CoA hydratase [EC:4.2.1.17]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_18	K07260	72.33	126.6	4.10E-37	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004221_19	K04079	50.6	448.1	2.00E-134	molecular chaperone HtpG	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_1	K00845	227.6	251	7.30E-75	glucokinase [EC:2.7.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_2	K01788	66.5	276.5	4.40E-83	N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_3	K01745	426.53	743.8	4.50E-224	histidine ammonia-lyase [EC:4.3.1.3]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_4	K13990	457.63	507.4	1.40E-152	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_6	K01468	346.1	547.1	3.10E-164	imidazolonepropionase [EC:3.5.2.7]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_7	K01712	49.37	807.6	2.50E-243	urocanate hydratase [EC:4.2.1.49]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004238_12	K03556	115.87	274.6	8.10E-82	LuxR family transcriptional regulator, maltose regulon positive regulatory protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_2	K16238	288.73	623	9.30E-188	ethanolamine permease	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_3	K03284	173.53	305.8	1.70E-91	magnesium transporter	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_5	K01902	365.67	518	6.00E-156	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_6	K01903	497.9	569.7	1.20E-171	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_9	K00299	92.97	99.9	5.40E-29	FMN reductase [EC:1.5.1.38]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_10	K06911	35.8	340	7.40E-102	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_12	K05606	78.23	165.6	3.90E-49	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_13	K01848	791.37	889	3.60E-268	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004301_16	K08987	30.97	143	2.70E-42	putative membrane protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_3	K00486	318.1	578.2	4.60E-174	kynurenine 3-monooxygenase [EC:1.14.13.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_4	K01556	136.67	618.7	2.80E-186	kynureninase [EC:3.7.1.3]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_6	K03392	246.87	517.2	9.00E-156	aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_7	K00452	49.33	272.3	1.50E-81	3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_8	K01617	295.97	323.5	2.80E-97	2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_9	K02554	327.4	343.9	3.10E-103	2-keto-4-pentenoate hydratase [EC:4.2.1.80]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_10	K15067	138.47	154.6	4.50E-46	2-aminomuconate deaminase [EC:3.5.99.5]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004312_13	K10217	667.23	752.2	6.00E-227	aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_9	K02257	124.13	329.6	1.20E-98	heme o synthase [EC:2.5.1.141]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_10	K02259	62.5	182.5	3.90E-54	cytochrome c oxidase assembly protein subunit 15	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_11	K02258	46.23	67.7	3.70E-19	cytochrome c oxidase assembly protein subunit 11	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_12	K02275	214.27	275.5	4.50E-82	cytochrome c oxidase subunit II [EC:1.9.3.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_15	K02276	182.9	215	5.00E-64	cytochrome c oxidase subunit III [EC:1.9.3.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_16	K02277	57.2	58.9	1.80E-16	cytochrome c oxidase subunit IV [EC:1.9.3.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004326_18	K07152	52.2	123.3	5.70E-36	protein SCO1/2	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_2	K03977	211	681.8	3.40E-205	GTPase	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_2	K03595	138.47	142.5	4.90E-42	GTPase	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_3	K22391	131.9	144.1	1.90E-42	GTP cyclohydrolase I [EC:3.5.4.16]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_4	K01586	284.83	498.3	1.50E-149	diaminopimelate decarboxylase [EC:4.1.1.20]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_5	K18672	91.57	256.7	1.30E-76	diadenylate cyclase [EC:2.7.7.85]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_7	K00806	347.7	383.5	4.30E-115	undecaprenyl diphosphate synthase [EC:2.5.1.31]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_8	K02340	99.93	200.9	1.30E-59	DNA polymerase III subunit delta [EC:2.7.7.7]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_13	K07077	138.17	600.4	8.80E-181	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_15	K02533	168.97	192.8	2.70E-57	tRNA/rRNA methyltransferase [EC:2.1.1.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004375_16	K01625	197.7	213.5	1.60E-63	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_1	K03601	52.23	209.3	4.10E-62	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_2	K09808	208.23	388.1	2.90E-116	lipoprotein-releasing system permease protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_2	K02004	51.5	96.2	5.70E-28	putative ABC transport system permease protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_5	K11329	319.7	356.9	1.20E-107	two-component system, OmpR family, response regulator RpaB	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_5	K02483	279.97	300	6.30E-90	two-component system, OmpR family, response regulator	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_5	K03413	137.17	140	4.20E-41	two-component system, chemotaxis family, chemotaxis protein CheY	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_7	K01697	434	610.3	1.20E-183	cystathionine beta-synthase [EC:4.2.1.22]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_7	K01738	416.67	458.1	1.90E-137	cysteine synthase [EC:2.5.1.47]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_8	K01758	593.77	621.7	4.90E-187	cystathionine gamma-lyase [EC:4.4.1.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_8	K01760	492.53	531.2	8.00E-160	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_8	K01739	414.3	459.3	6.10E-138	cystathionine gamma-synthase [EC:2.5.1.48]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_12	K02838	29.07	256.1	1.60E-76	ribosome recycling factor	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_13	K09903	90.4	421.8	4.80E-127	uridylate kinase [EC:2.7.4.22]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_14	K02357	118.43	317.8	5.80E-95	elongation factor Ts	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_15	K02967	137.83	427.3	2.20E-128	small subunit ribosomal protein S2	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004383_17	K00790	198.1	632.7	1.20E-190	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_5	K07399	73.13	295.4	2.20E-88	cytochrome c biogenesis protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_6	K02492	73.37	489	8.20E-147	glutamyl-tRNA reductase [EC:1.2.1.70]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_7	K07052	27.87	73.3	5.70E-21	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_8	K02042	139.63	317.8	4.70E-95	phosphonate transport system permease protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_9	K02041	257.97	349.6	5.90E-105	phosphonate transport system ATP-binding protein [EC:7.3.2.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_10	K02044	108.5	243.6	1.80E-72	phosphonate transport system substrate-binding protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_18	K01880	117.4	624.9	1.40E-187	glycyl-tRNA synthetase [EC:6.1.1.14]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_22	K07316	185.8	193	4.00E-57	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_22	K00571	151	167.5	1.80E-49	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004406_23	K00571	151	165.7	6.40E-49	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_1	K07259	66.17	352.3	2.10E-105	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_5	K09828	141.6	238.9	3.30E-71	Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_6	K11473	273.03	423.1	4.20E-127	glycolate oxidase iron-sulfur subunit	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_8	K07568	83.73	494.3	1.50E-148	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_9	K06381	92.43	390	6.90E-117	stage II sporulation protein D	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_10	K03100	118.33	239.8	1.90E-71	signal peptidase I [EC:3.4.21.89]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_12	K01768	174.33	194.7	5.70E-58	adenylate cyclase [EC:4.6.1.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_16	K00760	177.4	279.3	1.80E-83	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_17	K09748	28.87	180.2	1.90E-53	ribosome maturation factor RimP	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004441_18	K02600	37.93	468.6	8.20E-141	transcription termination/antitermination protein NusA	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004442_3	K07133	95.3	192.7	3.70E-57	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004442_9	K00030	434.57	443.1	3.80E-133	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004442_11	K00809	60	262.5	3.40E-78	deoxyhypusine synthase [EC:2.5.1.46]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004442_13	K19761	65.13	66.8	4.70E-19	gamma-glutamylaminecyclotransferase [EC:2.3.2.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004442_18	K07045	148.23	172.4	4.80E-51	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004442_19	K00208	253	335.6	1.30E-100	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_1	K02394	76.63	374.8	1.40E-112	flagellar P-ring protein precursor FlgI	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_2	K02393	57.1	140.7	1.50E-41	flagellar L-ring protein precursor FlgH	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_3	K02386	44.97	121.9	1.40E-35	flagella basal body P-ring formation protein FlgA	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_4	K02392	241.47	309.3	1.20E-92	flagellar basal-body rod protein FlgG	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_8	K02456	82.77	104.7	2.50E-30	general secretion pathway protein G	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_10	K01990	254.93	304.2	7.20E-91	ABC-2 type transport system ATP-binding protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004456_15	K02387	70.1	89.5	7.40E-26	flagellar basal-body rod protein FlgB	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
